Course Code,credits,semester,year,number_of_students,average_mark,std_dev,median,mode,pass_rate
CACA10051,10,Semester 2,2021,68,59.75,6.31,62.41,61.72,0.95
CACA10051,10,Semester 2,2022,72,63.07,7.61,62.44,62.03,0.94
CACA10051,10,Semester 2,2023,74,61.03,7.15,62.14,60.42,0.89
CACA10051,10,Semester 2,2024,73,60.47,7.2,62.84,60.4,0.91
CACA10053,20,Semester 1,2020,61,74.94,7.6,76.12,75.91,0.77
CACA10053,20,Semester 1,2021,58,73.19,6.85,75.38,76.77,0.77
CACA10053,20,Semester 1,2022,62,75.16,7.8,75.34,77.2,0.77
CACA10053,20,Semester 1,2023,60,74.37,7.16,75.35,76.83,0.77
CACA10053,20,Semester 1,2024,63,73.1,8.32,75.14,77.44,0.75
CACE11001,20,Semester 2,2020,136,67.53,8.45,68.68,66.93,0.64
CACE11001,20,Semester 2,2021,133,69.3,8.22,70.45,67.43,0.62
CACE11001,20,Semester 2,2022,129,67.27,7.34,69.98,66.77,0.6
CACE11001,20,Semester 2,2023,130,70.43,7.8,68.89,67.66,0.65
CACE11001,20,Semester 2,2024,138,66.79,8.31,68.98,67.65,0.62
CBIO11001,20,Semester 2,2020,111,73.57,8.47,74.74,73.96,0.65
CBIO11001,20,Semester 2,2021,108,75.18,7.53,74.82,72.89,0.6
CBIO11001,20,Semester 2,2022,114,73.34,7.99,74.46,73.02,0.66
CBIO11001,20,Semester 2,2023,115,73.15,8.76,75.17,72.81,0.61
CBIO11001,20,Semester 2,2024,115,74.03,8.69,74.98,74.32,0.67
CBIO11002,10,Full year,2020,120,81.03,7.11,79.04,83.05,0.72
CBIO11002,10,Full year,2021,117,78.46,5.51,79.24,82.67,0.72
CBIO11002,10,Full year,2022,118,82.03,6.66,79.3,82.34,0.74
CBIO11002,10,Full year,2023,120,79.89,6.46,79.32,81.28,0.65
CBIO11002,10,Full year,2024,122,79.35,6.07,80.12,82.79,0.72
CBIO11003,10,Semester 2,2020,76,69.28,8.05,67.07,66.38,0.68
CBIO11003,10,Semester 2,2021,80,67.08,6.93,66.76,68.25,0.61
CBIO11003,10,Semester 2,2022,74,66.79,8.29,67.35,67.81,0.62
CBIO11003,10,Semester 2,2023,79,69.3,6.85,65.86,67.19,0.62
CBIO11003,10,Semester 2,2024,76,66.35,7.84,67.09,66.88,0.69
CBIO11004,20,Semester 1,2020,107,81.25,9.54,82.31,81.03,1.0
CBIO11004,20,Semester 1,2021,116,81.98,9.06,82.85,81.21,0.99
CBIO11004,20,Semester 1,2022,112,82.0,10.76,82.6,80.55,0.97
CBIO11004,20,Semester 1,2023,109,83.55,9.63,83.66,81.06,0.93
CBIO11004,20,Semester 1,2024,115,82.02,10.77,82.11,81.03,0.96
CBIO11005,10,Semester 2,2020,58,72.84,7.78,73.4,73.48,0.84
CBIO11005,10,Semester 2,2021,57,73.65,8.34,73.0,74.19,0.8
CBIO11005,10,Semester 2,2022,61,74.64,8.59,73.22,73.97,0.79
CBIO11005,10,Semester 2,2023,59,73.42,8.52,73.46,74.29,0.8
CBIO11005,10,Semester 2,2024,58,70.99,9.45,72.76,72.74,0.81
CBIO11006,20,Full year,2020,73,78.44,8.84,74.23,79.26,0.82
CBIO11006,20,Full year,2021,75,77.57,9.26,75.0,78.97,0.85
CBIO11006,20,Full year,2022,73,75.26,8.88,74.8,77.72,0.82
CBIO11006,20,Full year,2023,76,76.41,9.38,74.84,79.4,0.86
CBIO11006,20,Full year,2024,74,77.61,7.5,74.58,78.66,0.84
CEBI10001,20,Semester 1,2020,134,65.84,8.39,66.86,65.97,0.88
CEBI10001,20,Semester 1,2021,131,67.45,8.05,68.03,67.31,0.89
CEBI10001,20,Semester 1,2022,141,64.31,8.32,66.39,66.1,0.9
CEBI10001,20,Semester 1,2023,144,66.74,9.61,66.51,67.8,0.86
CEBI10001,20,Semester 1,2024,131,64.97,9.77,67.22,65.96,0.89
CELT08004,10,Full year,2020,56,69.92,7.97,69.74,71.28,0.78
CELT08004,10,Full year,2021,56,69.36,8.71,69.3,71.53,0.79
CELT08004,10,Full year,2022,59,68.45,7.41,69.98,70.78,0.8
CELT08004,10,Full year,2023,58,70.95,8.97,70.83,72.17,0.85
CELT08004,10,Full year,2024,57,68.51,7.87,70.34,71.26,0.83
CELT08005,20,Semester 2,2020,90,86.39,7.62,83.81,85.48,0.98
CELT08005,20,Semester 2,2021,89,86.24,6.86,83.62,85.83,0.98
CELT08005,20,Semester 2,2022,90,83.06,6.92,83.9,85.5,0.95
CELT08005,20,Semester 2,2023,90,86.16,6.99,82.7,85.77,0.99
CELT08005,20,Semester 2,2024,89,85.14,7.88,83.83,86.17,0.98
CELT08006,10,Full year,2020,139,83.13,8.86,85.25,85.9,0.82
CELT08006,10,Full year,2021,139,83.42,9.69,85.76,84.6,0.81
CELT08006,10,Full year,2022,144,83.15,8.72,84.84,85.57,0.8
CELT08006,10,Full year,2023,138,86.47,9.26,85.39,85.01,0.83
CELT08006,10,Full year,2024,141,83.46,8.7,85.63,84.58,0.87
CELT08007,20,Semester 1,2020,93,72.1,10.24,70.61,73.51,0.76
CELT08007,20,Semester 1,2021,90,70.07,10.0,69.55,72.17,0.74
CELT08007,20,Semester 1,2022,88,71.25,10.22,70.71,72.14,0.77
CELT08007,20,Semester 1,2023,94,69.27,10.72,70.23,73.49,0.73
CELT08007,20,Semester 1,2024,86,68.92,9.35,69.35,72.54,0.75
CELT08017,10,Semester 2,2020,107,62.79,8.01,63.23,60.99,0.66
CELT08017,10,Semester 2,2021,100,61.11,7.47,63.06,62.23,0.66
CELT08017,10,Semester 2,2022,99,62.34,7.46,63.08,60.62,0.62
CELT08017,10,Semester 2,2023,104,62.61,7.74,63.22,62.23,0.61
CELT08017,10,Semester 2,2024,109,60.17,7.27,63.07,61.27,0.63
CELT08019,10,Semester 2,2020,113,63.87,7.05,64.84,66.05,0.79
CELT08019,10,Semester 2,2021,113,63.41,7.93,63.97,66.7,0.76
CELT08019,10,Semester 2,2022,119,64.07,7.24,63.47,65.84,0.74
CELT08019,10,Semester 2,2023,123,62.46,8.18,64.04,66.05,0.75
CELT08019,10,Semester 2,2024,121,64.69,8.23,63.24,66.69,0.76
CELT08022,10,Semester 1,2020,85,79.73,5.68,77.9,81.99,0.91
CELT08022,10,Semester 1,2021,88,78.82,6.29,77.56,81.55,0.89
CELT08022,10,Semester 1,2022,87,80.76,5.57,78.73,81.01,0.91
CELT08022,10,Semester 1,2023,88,81.4,7.1,78.43,80.99,0.97
CELT08022,10,Semester 1,2024,85,79.45,6.74,77.94,81.09,0.89
CELT08023,10,Full year,2020,108,82.42,7.2,81.98,81.14,0.94
CELT08023,10,Full year,2021,116,83.68,8.39,81.86,80.89,0.92
CELT08023,10,Full year,2022,117,82.67,8.23,81.99,81.9,0.92
CELT08023,10,Full year,2023,119,80.1,7.82,81.87,82.02,0.93
CELT08023,10,Full year,2024,118,82.2,8.08,82.75,80.48,0.89
CELT08024,20,Semester 1,2020,115,67.39,9.63,68.01,66.25,1.0
CELT08024,20,Semester 1,2021,106,67.91,8.84,66.95,66.92,0.95
CELT08024,20,Semester 1,2022,111,69.19,8.79,66.6,66.5,0.93
CELT08024,20,Semester 1,2023,107,69.42,8.51,66.73,66.71,0.99
CELT08024,20,Semester 1,2024,108,69.69,9.18,67.79,66.91,1.0
CELT08025,10,Semester 2,2020,108,60.98,8.73,63.18,64.97,0.86
CELT08025,10,Semester 2,2021,103,61.24,8.52,63.11,64.14,0.9
CELT08025,10,Semester 2,2022,109,63.56,8.84,64.48,65.11,0.86
CELT08025,10,Semester 2,2023,101,62.76,8.66,63.02,64.45,0.9
CELT08025,10,Semester 2,2024,111,63.76,8.21,63.06,64.56,0.86
CELT10005,20,Full year,2020,129,74.01,5.54,75.56,75.91,0.95
CELT10005,20,Full year,2021,126,75.41,6.11,75.65,75.22,1.0
CELT10005,20,Full year,2022,128,73.59,5.99,74.49,76.41,0.97
CELT10005,20,Full year,2023,128,74.79,6.14,74.99,75.08,0.93
CELT10005,20,Full year,2024,130,74.65,5.1,75.14,75.21,0.94
CELT10006,10,Semester 1,2020,74,83.1,10.2,84.18,85.89,0.64
CELT10006,10,Semester 1,2021,72,84.71,8.89,84.43,87.46,0.62
CELT10006,10,Semester 1,2022,74,86.65,9.59,83.88,86.43,0.59
CELT10006,10,Semester 1,2023,72,84.75,9.97,84.52,87.25,0.59
CELT10006,10,Semester 1,2024,78,84.48,9.13,83.7,87.71,0.57
CELT10007,10,Semester 2,2020,66,76.94,8.09,77.97,77.3,0.84
CELT10007,10,Semester 2,2021,63,79.89,6.7,77.63,76.8,0.82
CELT10007,10,Semester 2,2022,63,77.62,7.08,78.1,77.67,0.84
CELT10007,10,Semester 2,2023,61,78.17,8.22,78.66,76.53,0.86
CELT10007,10,Semester 2,2024,62,78.11,8.31,79.12,76.82,0.77
CELT10008,20,Full year,2020,57,76.96,8.75,77.85,76.54,0.82
CELT10008,20,Full year,2021,58,76.57,8.78,77.08,77.16,0.83
CELT10008,20,Full year,2022,58,74.59,7.73,77.82,78.03,0.85
CELT10008,20,Full year,2023,55,77.79,8.3,76.85,78.19,0.81
CELT10008,20,Full year,2024,56,75.01,7.53,76.63,77.02,0.85
CELT10009,20,Full year,2020,150,83.62,8.89,83.99,83.58,0.85
CELT10009,20,Full year,2021,139,85.65,10.22,83.75,83.88,0.88
CELT10009,20,Full year,2022,138,86.05,9.2,83.72,84.92,0.9
CELT10009,20,Full year,2023,143,83.19,9.31,83.17,83.37,0.91
CELT10009,20,Full year,2024,146,82.98,9.53,82.23,84.06,0.91
CELT10010,20,Semester 2,2020,59,64.05,8.07,62.19,65.09,0.87
CELT10010,20,Semester 2,2021,64,66.01,7.51,61.88,66.05,0.9
CELT10010,20,Semester 2,2022,59,62.87,9.12,61.89,65.54,0.94
CELT10010,20,Semester 2,2023,64,66.41,8.44,62.29,65.08,0.92
CELT10010,20,Semester 2,2024,64,63.57,7.88,61.65,66.21,0.95
CELT10011,10,Full year,2020,62,78.63,6.38,78.35,76.5,0.87
CELT10011,10,Full year,2021,60,77.78,5.96,78.43,75.56,0.94
CELT10011,10,Full year,2022,62,77.74,7.48,78.58,76.83,0.9
CELT10011,10,Full year,2023,60,78.11,5.6,77.8,75.1,0.94
CELT10011,10,Full year,2024,63,76.9,5.93,79.13,75.31,0.87
CELT10012,20,Semester 1,2020,102,86.08,9.18,85.03,86.65,0.71
CELT10012,20,Semester 1,2021,96,82.51,8.29,84.43,86.47,0.64
CELT10012,20,Semester 1,2022,98,83.39,8.87,83.82,85.92,0.72
CELT10012,20,Semester 1,2023,95,83.84,7.72,84.87,84.7,0.72
CELT10012,20,Semester 1,2024,98,85.7,7.91,83.3,85.76,0.67
CELT10013,10,Full year,2020,129,62.42,6.46,60.41,63.53,0.92
CELT10013,10,Full year,2021,131,64.18,5.51,61.52,64.02,0.88
CELT10013,10,Full year,2022,123,61.0,5.73,61.4,62.88,0.92
CELT10013,10,Full year,2023,130,63.46,6.47,61.55,63.84,0.91
CELT10013,10,Full year,2024,122,63.96,6.16,60.48,63.98,0.96
CELT10016,20,Semester 1,2020,144,70.28,8.99,72.19,70.54,0.71
CELT10016,20,Semester 1,2021,136,71.1,9.48,71.98,70.49,0.74
CELT10016,20,Semester 1,2022,141,72.48,9.51,73.34,69.96,0.73
CELT10016,20,Semester 1,2023,137,72.59,9.66,72.5,70.16,0.67
CELT10016,20,Semester 1,2024,143,70.77,8.15,73.52,69.7,0.75
CELT10017,20,Semester 1,2020,110,77.67,7.56,77.85,78.28,0.83
CELT10017,20,Semester 1,2021,117,78.2,8.54,77.8,77.04,0.83
CELT10017,20,Semester 1,2022,118,79.21,7.39,76.82,76.91,0.83
CELT10017,20,Semester 1,2023,113,80.04,8.51,76.76,78.06,0.83
CELT10017,20,Semester 1,2024,110,79.2,7.3,76.53,77.3,0.81
CELT10021,20,Full year,2020,149,74.01,9.22,73.17,73.73,0.81
CELT10021,20,Full year,2021,146,73.23,9.15,74.07,74.43,0.83
CELT10021,20,Full year,2022,154,72.63,9.71,73.09,74.4,0.85
CELT10021,20,Full year,2023,152,71.8,7.85,73.46,74.83,0.84
CELT10021,20,Full year,2024,142,74.69,9.02,73.05,74.37,0.82
CELT10022,10,Semester 2,2020,96,77.47,10.01,76.85,77.82,0.91
CELT10022,10,Semester 2,2021,104,75.9,8.45,75.66,78.38,0.9
CELT10022,10,Semester 2,2022,104,78.45,8.37,76.59,78.54,0.98
CELT10022,10,Semester 2,2023,95,75.22,9.67,76.36,76.97,0.93
CELT10022,10,Semester 2,2024,95,77.64,9.53,76.51,77.32,0.95
CELT10025,10,Semester 2,2020,139,84.87,4.78,84.26,81.57,0.67
CELT10025,10,Semester 2,2021,128,81.25,5.17,83.58,81.0,0.69
CELT10025,10,Semester 2,2022,133,82.32,5.83,83.58,81.54,0.63
CELT10025,10,Semester 2,2023,127,83.74,4.49,84.52,81.46,0.67
CELT10025,10,Semester 2,2024,135,81.86,5.28,82.86,81.34,0.67
CELT10026,10,Full year,2020,51,77.37,10.4,78.0,76.95,0.77
CELT10026,10,Full year,2021,51,79.35,9.22,77.64,78.66,0.78
CELT10026,10,Full year,2022,51,78.9,9.41,78.05,77.82,0.73
CELT10026,10,Full year,2023,50,78.41,10.14,78.72,78.27,0.79
CELT10026,10,Full year,2024,49,78.66,10.25,78.59,78.02,0.79
CELT10027,20,Full year,2020,122,59.63,9.62,59.9,62.09,0.73
CELT10027,20,Full year,2021,120,60.87,10.34,59.64,60.98,0.75
CELT10027,20,Full year,2022,120,60.21,10.36,60.69,60.82,0.76
CELT10027,20,Full year,2023,123,59.58,9.51,59.76,62.62,0.73
CELT10027,20,Full year,2024,121,60.5,9.43,60.7,62.17,0.79
CELT10028,10,Full year,2020,95,60.01,8.63,59.81,60.95,0.97
CELT10028,10,Full year,2021,89,62.55,9.61,59.83,62.2,1.0
CELT10028,10,Full year,2022,89,63.27,9.43,60.53,61.8,0.98
CELT10028,10,Full year,2023,89,59.97,9.3,60.33,61.75,1.0
CELT10028,10,Full year,2024,91,61.35,9.0,60.11,62.42,0.98
CELT10029,10,Full year,2020,115,68.71,8.38,69.9,70.68,0.59
CELT10029,10,Full year,2021,121,66.39,9.64,68.12,69.94,0.59
CELT10029,10,Full year,2022,119,69.53,10.24,69.18,69.88,0.6
CELT10029,10,Full year,2023,114,69.5,8.48,68.21,70.64,0.61
CELT10029,10,Full year,2024,123,67.4,10.05,69.61,69.36,0.58
CELT10032,20,Semester 1,2020,127,58.61,9.55,61.39,58.37,0.62
CELT10032,20,Semester 1,2021,122,61.49,10.48,60.22,59.18,0.6
CELT10032,20,Semester 1,2022,120,60.6,8.58,60.16,59.95,0.61
CELT10032,20,Semester 1,2023,126,59.23,10.31,59.6,58.17,0.61
CELT10032,20,Semester 1,2024,122,61.55,9.31,61.06,59.55,0.57
CELT10035,20,Semester 2,2020,143,65.69,5.4,63.72,64.6,0.96
CELT10035,20,Semester 2,2021,139,64.63,5.76,62.5,65.07,0.9
CELT10035,20,Semester 2,2022,143,65.43,6.24,62.8,65.15,0.9
CELT10035,20,Semester 2,2023,139,65.92,6.87,63.66,65.38,0.92
CELT10035,20,Semester 2,2024,145,62.98,6.08,64.14,64.08,0.94
CELT10036,10,Semester 2,2020,101,75.9,6.16,76.97,76.39,0.85
CELT10036,10,Semester 2,2021,105,74.57,6.34,76.72,76.09,0.85
CELT10036,10,Semester 2,2022,101,76.01,6.83,75.62,76.12,0.81
CELT10036,10,Semester 2,2023,105,73.7,6.83,75.99,75.1,0.85
CELT10036,10,Semester 2,2024,104,75.22,6.01,76.72,74.93,0.85
CELT10037,20,Semester 2,2020,140,71.74,7.83,70.05,72.67,0.95
CELT10037,20,Semester 2,2021,143,69.57,7.19,71.23,72.3,0.98
CELT10037,20,Semester 2,2022,141,71.23,7.14,69.91,71.73,0.99
CELT10037,20,Semester 2,2023,139,71.46,6.92,69.93,71.79,0.94
CELT10037,20,Semester 2,2024,140,68.83,8.34,71.11,72.04,0.97
CELT10039,20,Semester 2,2020,94,74.9,9.5,73.31,74.14,0.77
CELT10039,20,Semester 2,2021,91,74.19,7.58,72.91,74.15,0.76
CELT10039,20,Semester 2,2022,93,73.78,8.48,73.14,73.79,0.75
CELT10039,20,Semester 2,2023,91,71.43,7.77,74.08,73.67,0.84
CELT10039,20,Semester 2,2024,94,72.61,8.67,73.4,74.53,0.81
CELT10040,10,Semester 1,2020,75,65.65,6.31,66.05,69.13,0.99
CELT10040,10,Semester 1,2021,78,65.99,6.27,65.68,68.47,1.0
CELT10040,10,Semester 1,2022,75,69.01,6.04,66.09,68.19,0.93
CELT10040,10,Semester 1,2023,79,67.58,6.3,66.0,68.02,0.97
CELT10040,10,Semester 1,2024,75,65.6,7.25,66.37,68.09,1.0
CELT10045,10,Semester 2,2020,138,84.39,10.56,84.14,82.77,0.71
CELT10045,10,Semester 2,2021,130,85.23,10.5,83.16,82.48,0.63
CELT10045,10,Semester 2,2022,125,83.04,9.6,83.14,81.7,0.72
CELT10045,10,Semester 2,2023,129,84.3,8.81,83.16,82.32,0.69
CELT10045,10,Semester 2,2024,127,81.39,10.41,84.31,82.99,0.72
CELT10046,10,Semester 1,2020,110,73.99,6.02,72.46,73.98,0.64
CELT10046,10,Semester 1,2021,111,74.36,6.85,72.66,73.89,0.67
CELT10046,10,Semester 1,2022,114,71.83,6.61,71.62,73.29,0.68
CELT10046,10,Semester 1,2023,114,72.15,5.69,72.56,72.96,0.63
CELT10046,10,Semester 1,2024,110,73.4,5.96,70.96,72.93,0.69
CELT10047,10,Full year,2020,148,62.64,8.38,60.31,61.45,0.86
CELT10047,10,Full year,2021,141,59.84,8.51,60.72,60.21,0.84
CELT10047,10,Full year,2022,147,59.88,9.12,61.4,61.25,0.8
CELT10047,10,Full year,2023,152,62.26,8.61,60.15,61.05,0.8
CELT10047,10,Full year,2024,147,62.36,9.2,60.99,60.31,0.83
CELT10049,10,Full year,2020,56,62.85,5.19,62.41,62.35,0.93
CELT10049,10,Full year,2021,57,63.17,4.25,62.09,61.76,0.93
CELT10049,10,Full year,2022,59,61.2,5.38,62.6,61.11,0.92
CELT10049,10,Full year,2023,57,62.8,5.27,61.37,60.53,1.0
CELT10049,10,Full year,2024,58,60.66,5.6,61.59,61.58,0.99
CELT10050,20,Semester 2,2020,48,61.95,7.29,62.71,61.43,0.9
CELT10050,20,Semester 2,2021,51,62.43,7.56,62.7,61.53,0.89
CELT10050,20,Semester 2,2022,51,63.91,7.49,63.53,63.08,0.96
CELT10050,20,Semester 2,2023,51,64.25,8.91,62.95,61.63,0.88
CELT10050,20,Semester 2,2024,48,63.07,7.62,63.14,62.98,0.89
CELT10051,10,Semester 2,2020,54,71.49,7.96,67.53,68.42,0.81
CELT10051,10,Semester 2,2021,54,69.79,8.57,67.21,69.33,0.76
CELT10051,10,Semester 2,2022,54,69.76,9.66,67.46,69.75,0.72
CELT10051,10,Semester 2,2023,52,70.24,8.68,67.33,69.79,0.73
CELT10051,10,Semester 2,2024,52,68.67,9.79,68.96,68.9,0.77
CELT10052,10,Full year,2020,77,80.71,9.72,79.82,82.67,0.64
CELT10052,10,Full year,2021,79,78.97,8.57,78.89,81.37,0.64
CELT10052,10,Full year,2022,73,81.64,10.27,80.83,82.43,0.64
CELT10052,10,Full year,2023,79,78.96,10.2,80.11,81.73,0.63
CELT10052,10,Full year,2024,77,80.32,9.07,79.94,80.83,0.69
CELT10057,20,Full year,2020,95,81.92,9.97,79.84,82.28,0.97
CELT10057,20,Full year,2021,95,83.43,10.75,80.93,81.78,0.98
CELT10057,20,Full year,2022,100,81.93,10.72,79.26,80.72,0.93
CELT10057,20,Full year,2023,100,82.76,10.69,80.27,81.7,0.98
CELT10057,20,Full year,2024,99,83.03,9.99,80.74,80.78,0.96
CELT10059,20,Semester 2,2020,128,76.06,6.31,72.58,74.4,0.73
CELT10059,20,Semester 2,2021,130,76.4,6.36,73.19,74.73,0.69
CELT10059,20,Semester 2,2022,125,73.78,7.27,72.24,75.58,0.71
CELT10059,20,Semester 2,2023,132,74.42,7.43,73.7,75.25,0.68
CELT10059,20,Semester 2,2024,122,74.76,7.87,74.18,74.91,0.67
CELT11006,10,Semester 2,2020,88,83.49,7.17,86.63,84.28,0.91
CELT11006,10,Semester 2,2021,84,83.05,7.71,86.2,85.13,0.95
CELT11006,10,Semester 2,2022,86,84.29,6.99,85.65,83.56,0.87
CELT11006,10,Semester 2,2023,91,86.08,6.58,85.98,84.01,0.94
CELT11006,10,Semester 2,2024,87,86.81,7.29,86.58,84.53,0.89
CELT11007,20,Full year,2020,126,72.52,6.29,72.52,72.98,0.75
CELT11007,20,Full year,2021,135,73.79,4.88,71.84,72.67,0.75
CELT11007,20,Full year,2022,130,73.34,5.29,72.92,72.98,0.76
CELT11007,20,Full year,2023,129,70.66,6.33,72.55,72.66,0.83
CELT11007,20,Full year,2024,134,73.82,4.73,71.77,73.91,0.75
CHCA10004,10,Full year,2020,76,72.4,6.51,70.66,69.94,0.87
CHCA10004,10,Full year,2021,73,71.58,5.67,70.56,70.66,0.86
CHCA10004,10,Full year,2022,71,70.1,7.47,69.12,70.56,0.81
CHCA10004,10,Full year,2023,74,72.38,5.96,68.86,70.36,0.88
CHCA10004,10,Full year,2024,72,70.38,7.0,69.96,70.3,0.89
CHCA10005,10,Full year,2020,147,79.76,7.2,81.5,80.02,0.64
CHCA10005,10,Full year,2021,150,80.4,7.5,82.98,80.44,0.61
CHCA10005,10,Full year,2022,147,78.98,8.2,82.06,81.73,0.6
CHCA10005,10,Full year,2023,139,82.82,7.14,82.08,80.88,0.61
CHCA10005,10,Full year,2024,143,80.3,8.32,83.23,80.95,0.64
CHEE08012,10,Semester 2,2020,90,62.13,5.24,63.13,63.67,0.68
CHEE08012,10,Semester 2,2021,93,65.41,5.08,62.88,63.19,0.67
CHEE08012,10,Semester 2,2022,94,63.64,5.43,63.15,63.75,0.7
CHEE08012,10,Semester 2,2023,92,64.96,4.98,64.01,63.22,0.7
CHEE08012,10,Semester 2,2024,89,62.9,6.82,64.61,63.93,0.7
CHEE08013,20,Full year,2020,119,78.78,6.07,81.03,78.51,0.77
CHEE08013,20,Full year,2021,124,80.77,7.19,79.25,77.93,0.84
CHEE08013,20,Full year,2022,116,81.71,6.23,80.72,78.24,0.81
CHEE08013,20,Full year,2023,116,78.44,6.2,79.24,78.84,0.76
CHEE08013,20,Full year,2024,119,80.57,6.22,80.1,78.12,0.79
CHEE08016,20,Semester 2,2020,79,64.72,5.82,62.94,62.4,1.0
CHEE08016,20,Semester 2,2021,78,66.31,5.06,63.56,63.71,1.0
CHEE08016,20,Semester 2,2022,76,62.58,4.93,62.6,63.69,0.95
CHEE08016,20,Semester 2,2023,80,63.42,5.31,62.74,63.97,0.95
CHEE08016,20,Semester 2,2024,79,62.9,4.51,63.58,63.54,0.96
CHEE08017,10,Semester 2,2020,101,66.61,5.67,68.86,65.56,0.63
CHEE08017,10,Semester 2,2021,98,67.64,5.71,68.26,66.77,0.68
CHEE08017,10,Semester 2,2022,101,67.18,6.36,69.13,67.2,0.65
CHEE08017,10,Semester 2,2023,104,68.44,5.37,67.78,66.54,0.63
CHEE08017,10,Semester 2,2024,104,69.52,6.27,67.85,66.63,0.62
CHEE09008,10,Full year,2020,73,82.04,7.6,82.66,80.91,0.7
CHEE09008,10,Full year,2021,79,79.91,8.21,81.95,80.11,0.76
CHEE09008,10,Full year,2022,80,81.53,9.08,82.92,79.37,0.7
CHEE09008,10,Full year,2023,80,82.12,8.66,81.8,79.66,0.72
CHEE09008,10,Full year,2024,73,80.08,8.71,82.42,80.45,0.69
CHEE09010,20,Full year,2020,97,69.63,4.78,66.75,69.5,0.86
CHEE09010,20,Full year,2021,96,68.51,5.0,65.94,69.45,0.81
CHEE09010,20,Full year,2022,102,68.6,4.62,65.27,70.34,0.83
CHEE09010,20,Full year,2023,95,66.28,6.05,66.35,69.51,0.84
CHEE09010,20,Full year,2024,96,67.54,4.42,65.77,69.86,0.86
CHEE09013,10,Semester 2,2020,50,79.09,7.28,81.0,81.44,0.77
CHEE09013,10,Semester 2,2021,51,80.48,6.17,79.95,81.48,0.71
CHEE09013,10,Semester 2,2022,52,80.47,5.62,80.7,80.25,0.76
CHEE09013,10,Semester 2,2023,50,80.89,6.83,79.64,81.22,0.77
CHEE09013,10,Semester 2,2024,49,80.36,5.58,80.99,80.47,0.75
CHEE09014,10,Semester 1,2020,54,74.4,8.6,74.08,72.35,0.75
CHEE09014,10,Semester 1,2021,52,71.91,8.53,73.72,74.11,0.82
CHEE09014,10,Semester 1,2022,53,71.16,8.39,73.81,72.43,0.83
CHEE09014,10,Semester 1,2023,54,71.97,8.81,73.47,72.61,0.81
CHEE09014,10,Semester 1,2024,52,72.97,7.21,74.17,72.59,0.75
CHEE09015,10,Semester 2,2020,135,66.01,9.09,65.5,66.15,0.76
CHEE09015,10,Semester 2,2021,138,64.41,8.93,64.0,66.95,0.76
CHEE09015,10,Semester 2,2022,134,66.84,9.02,64.82,66.79,0.71
CHEE09015,10,Semester 2,2023,127,65.11,9.75,63.82,66.43,0.74
CHEE09015,10,Semester 2,2024,129,65.46,9.48,65.51,65.54,0.76
CHEE09016,10,Semester 1,2020,83,75.11,5.09,76.88,75.53,0.67
CHEE09016,10,Semester 1,2021,87,75.28,5.69,75.48,76.82,0.71
CHEE09016,10,Semester 1,2022,82,78.52,4.63,75.39,76.14,0.73
CHEE09016,10,Semester 1,2023,84,78.39,4.18,77.18,76.41,0.72
CHEE09016,10,Semester 1,2024,84,76.82,5.73,76.32,75.01,0.73
CHEE09019,20,Semester 2,2020,98,62.48,10.03,61.91,65.66,0.87
CHEE09019,20,Semester 2,2021,101,62.58,9.49,62.2,66.59,0.96
CHEE09019,20,Semester 2,2022,105,62.04,8.48,61.65,66.45,0.96
CHEE09019,20,Semester 2,2023,104,62.91,9.76,61.74,66.26,0.96
CHEE09019,20,Semester 2,2024,103,65.04,9.68,62.33,65.1,0.92
CHEE09020,20,Full year,2020,132,68.85,10.0,71.4,69.37,0.71
CHEE09020,20,Full year,2021,129,71.07,8.77,70.45,70.69,0.68
CHEE09020,20,Full year,2022,133,68.87,8.91,69.83,69.26,0.67
CHEE09020,20,Full year,2023,127,70.51,9.38,70.27,69.55,0.69
CHEE09020,20,Full year,2024,136,69.34,9.27,69.83,70.63,0.71
CHEE09021,20,Full year,2020,127,74.97,5.61,75.05,76.09,0.93
CHEE09021,20,Full year,2021,128,75.01,6.77,74.06,75.82,0.99
CHEE09021,20,Full year,2022,130,76.35,7.05,73.46,76.31,0.95
CHEE09021,20,Full year,2023,131,76.05,7.3,73.55,75.68,0.97
CHEE09021,20,Full year,2024,122,75.27,6.55,73.51,76.34,0.97
CHEE10002,20,Semester 1,2020,64,76.56,9.02,76.74,77.53,0.91
CHEE10002,20,Semester 1,2021,65,76.14,8.84,77.74,77.66,0.97
CHEE10002,20,Semester 1,2022,68,74.97,7.3,76.16,77.47,0.94
CHEE10002,20,Semester 1,2023,65,77.4,7.84,76.65,78.59,0.93
CHEE10002,20,Semester 1,2024,66,75.42,8.46,76.4,77.99,0.95
CHEE10004,10,Semester 2,2020,56,62.28,5.31,62.56,65.0,0.99
CHEE10004,10,Semester 2,2021,58,62.14,4.16,61.28,63.66,0.97
CHEE10004,10,Semester 2,2022,59,63.96,4.94,62.45,64.71,0.96
CHEE10004,10,Semester 2,2023,57,64.08,5.62,62.18,64.74,1.0
CHEE10004,10,Semester 2,2024,55,61.25,4.72,62.56,64.28,1.0
CHEE10005,10,Semester 2,2020,77,77.61,5.98,78.45,77.42,0.66
CHEE10005,10,Semester 2,2021,79,78.01,5.39,79.84,77.75,0.7
